ID,Original_Message,Extremism_Label
1422,yeah i would want to shoot the son of a bitch myself laughing out loud,EXTREMIST
1423,yeah i tend you grab ass waving hand and smack bitches in the morning i do not think you can hang solace with tears of joy ok hand,NON_EXTREMIST
1424,btw genocide is not war the people of gaza are no more combatants than the people of the warsaw ghetto,EXTREMIST
1425,let us hang out nigs,EXTREMIST
1426,i what a slut hoping you went with the mr chow part on hangover but did you die dumb bitch ass shoot,NON_EXTREMIST
1427,i will actually kill that bitch,EXTREMIST
1428,i am a vet ryan team kill rocks you are just a useless geek oh and you have a face like a bitch,NON_EXTREMIST
1429,i am going to murder that fucking vagina,NON_EXTREMIST
1430,brother i heard slaughter songs they all trash they just freestyles,NON_EXTREMIST
1431,whatever should change that to bitch about everything for example my girlfriend do not like the crew i hang with she before anyone else,NON_EXTREMIST
1432,we got except eric holder gave them the beaners kill americans guess he is race blind,EXTREMIST
1433,that bitch going to get a rug burn,EXTREMIST
1434,but but but you said vibe which means i have to say bitch do not kill my vibe,NON_EXTREMIST
1435,let us hang fag,EXTREMIST
1436,ahmed s moms bomb,EXTREMIST
1437,are not this a bitch i just saw my bitch kiss a bitch you lucky i do not kill year old ass but you can still get pistol whipped wayne,NON_EXTREMIST
1438,and you adopted bitch i do not give a fuck what kind of mental illness they claiming i am going to kill ya,EXTREMIST
1439,as always eli has the stupid hick hayseed look on his face giants fans kill ya selves it is going to be a,EXTREMIST
1440,ayo i just had a mini heart attack behind the wheel north filly and fire crackers does not mix weary face weary face face with tears of joy face with tears of joy i,EXTREMIST
1441,breathe retweet you are going to kill yourself if you do not exhale retweet killing you hoe,NON_EXTREMIST
1442,because a nigguh but do not mean you are pussy is bomb,EXTREMIST
1443,bitch am not you his lawyer why you thank very body shut the fuck up kill that bitch to,EXTREMIST
1444,bitch kill gone be deicing in that bitch cdu,EXTREMIST
1445,bitches get on twitter a turn to saints like they not hoe that shit kill a nigga,EXTREMIST
1446,black cops want to kill white citizens spic cops want to kill anglo citizens zigeuner cops are all rapists,EXTREMIST
1447,bomb your house then fuck your bitch all hail all ada,EXTREMIST
1448,burn bitch,EXTREMIST
1449,bust a wicca head smack a ho shoot the club up face with tears of joy speaker high volume speaker high volume woman dancingwoman dancing,EXTREMIST
1450,bust a wicca head smack a hoe and shoot the club up face with tears of joy rt so what whatever doing,EXTREMIST
1451,can whatever bomb the selfie monkey out of my timeline,EXTREMIST
1452,ceasefire let s see how long those towel heads can go without trying to attack israel then cry to national media when they get popped again,EXTREMIST
1453,diversity chicago back pst flooded with down to hang threats or endorsement of gop candidate u sellout uncle tom ass n goer,NON_EXTREMIST
1454,damn bird nearly gave me a heart attack and all she said what a slut oh bitch oh,NON_EXTREMIST
1455,damn laughing out loud censored retweet redskins bitch let us fucking go fuck the eagles whatever about to burn that bitch down httr,EXTREMIST
1456,these fat hoes kill me i am not seen this much crack since they locked beech up lmao,NON_EXTREMIST
1457,do your penis hang low do it wobble to and fro can you tie it in a knot can you stick it in a hoe,NON_EXTREMIST
1458,dudes kill me with that i would not mess with khloe kardashian if she is not have money i have seen the hoes you all be hitting get real,EXTREMIST
1459,dyke bitches kill me thinking they really got hoes laughing out loud,NON_EXTREMIST
1460,exposed jihad kidnap and murder handbook and plan to infiltrate british army and police via,EXTREMIST
1461,fluffy is a retard homeboy is calling a baby rattlesnake friend and kissing him baby rattlers will kill you man flushed face,EXTREMIST
1462,fuck an opp the hoe of today we will shoot a bitch,EXTREMIST
1463,bitch could not kill my vibe if ya tried rainbowrainbowrainbow this why i love miley kiss,NON_EXTREMIST
1464,i do not trust dese hoes nikki told where i stay at all my fans screenshot asap whatever fitting to come to chiral and shoot sum,EXTREMIST
1465,let s kill cracker babies what the fuck did i just hear wow,EXTREMIST
1466,pistol whip my dickey shoot year old bitch club up sometimes freestyles be freestyles and i am okay with that,NON_EXTREMIST
1467,to bitch on the horn tryna shoot a porn that is t shirt worthy tony,NON_EXTREMIST
1468,ayo i even kill handicapped and crippled bitches look at my scalp real close and you will see triple sixes,EXTREMIST
1469,burn notice fuck it shoots bean bag rounds at the guy hurts like a bitch do not they,NON_EXTREMIST
1470,reseeded start building wind turbines so fucking big they can kill a whole flock of birds in one,EXTREMIST
1471,twelve oclock is the most important thing all this temporary bullshit and lies is fa the birds kill that,NON_EXTREMIST
1472,face with tears of joy face with tears of joy face with tears of joy face with tears of joy retweet murder out here sucking bitches face with tears of joy face with tears of joy face with tears of joy face with tears of joy how dhow,NON_EXTREMIST
1473,face with tears of joy face with tears of joy face with tears of joy rt them charlotte goons nicolas on fkk around and burn bank of america stadium down fire,EXTREMIST
1474,i want to be obsessed with someone and i want someone to be obsessed with me then you might have to kill the bitch flushed face,EXTREMIST
1475,if i posted pictures of everything i do in my life you all hoes would fall in love don t kill them channing,NON_EXTREMIST
1476,damn this bitch always gets hit on by the hottest guys and makes them feel stupid i got called an ego kill,EXTREMIST
1477,all i want to do is go workout then come back home and lay in bed jerk off kill two birds with one stone,NON_EXTREMIST
1478,shoot that nigga and his shorty bitch water pistol face with tears of joy double exclamation mark double exclamation mark,EXTREMIST
1479,you all niggas think i just hang around your crib doing nothing bitch i be getting bread to face with tears of joy,EXTREMIST
1480,i am hard to kill iiam ccountingcake up with mmyfthe finestbitch ktakef her makeup and she still loolookske a finalist,NON_EXTREMIST
1481,i am about to kill that pussy straight murder that shit and i am about to eat it eat it eat it and lick it till it slaps yaye,NON_EXTREMIST
1482,just what a slut old to me a little proton feel me some bitches that are on feel me some niggahs that will not kill me,NON_EXTREMIST
1483,my baby mama tripped and that bitch can shoot,NON_EXTREMIST
1484,these niggahs bitches call they momma tell her come and get emm it is either that it shoot him or shoot whoever with him,EXTREMIST
1485,eff it let us go after the cripple you have to see wendy davis new attack ad video,EXTREMIST
1486,game of fall fitting to kill some hoes,NON_EXTREMIST
1487,be like come hang out with us but not if you fugly oh and side hoes to the left thx,NON_EXTREMIST
1488,mo let kill some crackers kill their babies new black panthers start an off topic discussion his ferguson presser,EXTREMIST
1489,the youre going kill crackers their babies new black panthers credibility shot fergusonriot,EXTREMIST
1490,brother you know i cannot not comment on stupid shit like that bitch instagram a heart attack on a plate,NON_EXTREMIST
1491,she probably got some bomb pussy too laughing out loud i hope haha,EXTREMIST
1492,nigga i had no change y all some hoes for trying to shoot know you all cannot shoot,NON_EXTREMIST
1493,that is where i saw the leprechaun he told me to burn things,EXTREMIST
1494,you call someone a faggot and then say to kill themselves you are a pathetic human being a fucking disgrace,EXTREMIST
1495,bitch kill year old self,EXTREMIST
1496,bitch i got some bloods that hang in la,EXTREMIST
1497,ironic that he is a trashcan because he holds trash every time you two cuddle burn,EXTREMIST
